name,label,data_type,value_labels,n_missing,complete_rate,n_unique,empty,min,median,max,mean,sd,whitespace,hist,format.stata
hm_covidvac,Vaccinated for COVID?,numeric,"-7. Don't know,
0. No,
1. Yes",0,1,,,-7.00E+00,0.00E+00,1.00E+00,0.127555748,0.973886792,,▁▁▁▁▇,%10.0g
hm_covidvacdoses,Number of vaccine doses,numeric,,0,1,,,-9.00E+00,-9.00E+00,2.00E+00,-6.628204336,4.317641576,,▇▁▁▁▂,%8.0g
hm_covidvac_type,Type of vaccine (first dose),numeric,"-7. Don't know,
1. Astra-Zeneca,
2. Sinovac/Sinopharm,
3. Novavax,
4. mRNA,
5. Other (specify)",0,1,,,-9.00E+00,-9.00E+00,5.00E+00,-6.2742603,5.080366504,,▇▁▁▁▁,%17.0g
hm_covidvac_oth,Other type of vaccine (first dose),character,,0,1,67,0,2,,22,,,0,,%22s
hm_covidvacdate,Date of vaccine (first dose),character,,0,1,886,0,1,,11,,,0,,%11s
hm_covidvac_type2,Type of vaccine (2nd dose),numeric,"-7. Don't know,
1. Astra-Zeneca,
2. Sinovac/Sinopharm,
3. Novavax,
4. mRNA,
5. Other (specify)",0,1,,,-9.00E+00,-9.00E+00,5.00E+00,-8.46803385,2.365412417,,▇▁▁▁▁,%17.0g
othhm_covidvac_type2,Other type of vaccine (2nd dose),character,,0,1,13,0,2,,19,,,0,,%19s
hm_covidvacdate2,Date of vaccine (2nd dose),character,,0,1,418,0,1,,11,,,0,,%11s
brandnetlastnight,Brand of net slept under last night,numeric,"1. Royal Guard,
2. PermaNet 2.0,
3. PermaNet 3.0,
4. Olyset Net,
5. Olyset Net Plus,
6. Duranet,
7. Interceptor,
8. Netprotect,
9. KO net,
10. MAGNet,
11. Iconet,
12. Safi net,
13. B52,
14. Bamboo hut,
15. Century,
16. Lucky net,
17. Victoria,
18. Homemade net,
19. Dawa net,
20. Iconlife,
21. Yorkool,
22. Safe net,
23. DK,
24. Kooper net,
25. Royal Sentry Net,
26. LLIN NOS,
27. Untreated net NOS,
28. No label,
29. Not observed,
30. TANA LLIN,
96. Other brand",3860,0.761566496,,,1.00E+00,3.00E+00,3.00E+01,2.998702247,4.691660585,,▇▁▁▁▁,%17.0g
netlastnight,Slept under bednet last night,numeric,,0,1,,,0.00E+00,1.00E+00,1.00E+00,0.761566496,0.426138693,,▂▁▁▁▇,%9.0g
LLINlastnight,Slept under LLIN last night,numeric,,0,1,,,0.00E+00,1.00E+00,1.00E+00,0.751497931,0.432157757,,▂▁▁▁▇,%9.0g
clinicalsurvey,Included in clinical survey database,numeric,"0. No,
1. Yes",0,1,,,0.00E+00,1.00E+00,1.00E+00,0.63246649,0.482148306,,▅▁▁▁▇,%9.0g
intnum,Interviewer's Number,numeric,,5950,0.63246649,,,1.00E+01,2.70E+01,3.40E+01,27.09356382,4.466413983,,▁▁▅▇▆,%8.0g
age2to10,Whether 2-10 years of age and eligible for clinical survey,numeric,"0. Not 2-10 years of age,
1. 2-10 years of age",0,1,,,0.00E+00,0.00E+00,1.00E+00,0.370127865,0.482853632,,▇▁▁▁▅,%21.0g
age2to10consented,Age 2-10 years and consented for clinical survey,numeric,,0,1,,,0.00E+00,0.00E+00,1.00E+00,0.302242263,0.459243841,,▇▁▁▁▃,%9.0g
inclusion_criteria,Is participant eligible for Clinical Survey,numeric,"0. No,
1. Yes",0,1,,,0.00E+00,1.00E+00,1.00E+00,0.63246649,0.482148306,,▅▁▁▁▇,%8.0g
ageclinical,Age in years from clinical survey,numeric,,5950,0.63246649,,,-9.00E+00,8.00E+00,1.10E+02,15.02050982,16.00903758,,▇▂▁▁▁,%8.0g
fever,particiapant have fever in the last 48 hours,numeric,"-9. Skipped or N/A,
-7. Don't know,
0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.264869616,4.351224907,,▃▁▁▁▇,%14.0g
temperature,Temperature of participant,numeric,-8.  Refused,5950,0.63246649,,,-9.00E+00,3.60E+01,4.00E+01,23.18064264,20.72543527,,▃▁▁▁▇,%9.0g
elevatedtemp,Temperature >= 38.0,numeric,"0. No,
1. Yes",8948,0.447279017,,,0.00E+00,0.00E+00,1.00E+00,0.057588731,0.232980182,,▇▁▁▁▁,%9.0g
febrile,Subjective fever or elevated temperature,numeric,"0. No,
1. Yes",8948,0.447279017,,,0.00E+00,1.00E+00,1.00E+00,0.536804309,0.498678039,,▇▁▁▁▇,%9.0g
coughyn,Cough present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.486570954,4.206966189,,▃▁▁▁▇,%29.0g
shortbryn,SOB present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.631409317,4.10028776,,▃▁▁▁▇,%29.0g
sorethryn,Sore throat present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.626330696,4.104828051,,▃▁▁▁▇,%29.0g
fatigueyn,Fatigue present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.610606505,4.116757669,,▃▁▁▁▇,%29.0g
myalgiasyn,Muslce aches present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.604648891,4.121252893,,▃▁▁▁▇,%29.0g
fluyn,Runny nose present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.513624377,4.187627352,,▃▁▁▁▇,%29.0g
anosmiayn,Anosmia present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.634925286,4.100268845,,▃▁▁▁▇,%29.0g
headacheyn,HA present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.56411759,4.152796359,,▃▁▁▁▇,%29.0g
abdpainyn,Abdominal pain present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.601230589,4.124489165,,▃▁▁▁▇,%29.0g
vomityn,Vomiting present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.632874304,4.099168419,,▃▁▁▁▇,%29.0g
diarrhoeayn,Diarrhea present?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.629846665,4.10148081,,▃▁▁▁▇,%29.0g
lungyn,History of chronic lung problems?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.635901944,4.098187394,,▃▁▁▁▇,%29.0g
heartyn,History of chronic heart disease?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.636390272,4.097146184,,▃▁▁▁▇,%29.0g
hypertension,History of high blood pressure?,numeric,"-9. Skipped or N/A,
-7. Don't know,
0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.637659928,4.100844904,,▃▁▁▁▇,%29.0g
diabetes,History of diabetes?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.64039457,4.098750909,,▃▁▁▁▇,%29.0g
outsidevillage,Travel out of village in last month?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.602207247,4.124417712,,▃▁▁▁▇,%29.0g
outsidecountry,Travel out of Uganda in last month?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.634925286,4.098934613,,▃▁▁▁▇,%29.0g
cntcovidphy,Direct contact with someone with COVID?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.635120617,4.098117896,,▃▁▁▁▇,%29.0g
carecovid,Direct care for someone with COVID?,numeric,"0. No,
1. Yes,
9. Don’t know or cannot assess",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.628088681,4.096388969,,▃▁▁▁▇,%29.0g
consent,Participant consent to lab testing,numeric,"-9. Skipped or N/A,
-7. Don't know,
0. No,
1. Yes,
2. Not at home",5950,0.63246649,,,0.00E+00,1.00E+00,2.00E+00,1.267408927,0.470442465,,▁▁▇▁▃,%14.0g
consent2,Participant consent to future use of biological specimens,numeric,"-9. Skipped,
0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,1.00E+00,1.00E+00,-1.814532669,4.483792496,,▃▁▁▁▇,%14.0g
fpbarcode1,Barcode for filter paper,character,,0,1,7235,5950,0,,4,,,0,,%9s
fpbarcode2,Reenter barcode for filter paper,character,,0,1,7235,5950,0,,4,,,0,,%9s
bsbarcode1,Barcode for blood smear,character,,0,1,7243,5950,0,,4,,,0,,%9s
bsbarcode2,Reenter barcode for blood smear,character,,0,1,7243,5950,0,,4,,,0,,%9s
rdtdone,RDT Done,numeric,"0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-3.090731517,4.696957472,,▅▁▁▁▇,%14.0g
RDTiffebrile,RDT done if febrile,numeric,"0. No,
1. Yes",12302,0.240101303,,,0.00E+00,1.00E+00,1.00E+00,0.999742732,0.01603957,,▁▁▁▁▇,%9.0g
rdtrslt,Result of RDT,numeric,"-9. Skipped,
0. Negative,
1. Positive",5950,0.63246649,,,-9.00E+00,-9.00E+00,1.00E+00,-5.388905167,4.62671202,,▇▁▁▁▅,%14.0g
parasitedensity,Parasite density,numeric,,8948,0.447279017,,,0.00E+00,0.00E+00,7.30E+05,2275.526032,15863.88278,,▇▁▁▁▁,%12.0g
gametocytes,Whether gametocytes present,numeric,"0. Absent,
1. Present",8948,0.447279017,,,0.00E+00,0.00E+00,1.00E+00,0.032039774,0.176117887,,▇▁▁▁▁,%8.0g
BSdich,Blood smear dichotomized,numeric,"0. Negative,
1. Positive",8948,0.447279017,,,0.00E+00,0.00E+00,1.00E+00,0.197624637,0.398234908,,▇▁▁▁▂,%9.0g
requireweight,Does this child need their weight measured,numeric,"-9. Skipped,
0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.275124524,4.347725021,,▃▁▁▁▇,%8.0g
weight,Weight in kg,numeric,-9. Refused,5950,0.63246649,,,-9.00E+00,-9.00E+00,9.90E+01,3.262701436,19.31295976,,▇▃▁▁▁,%9.0g
meds,medication prescribed to participant,numeric,"0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.381677898,4.279893007,,▃▁▁▁▇,%14.0g
whichmeds,Which medication was prescribed?,character,,0,1,9,5950,0,,13,,,0,,%13s
al,Artemether-lumefantrine given,numeric,"0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,-9.00E+00,1.00E+00,-6.511280398,4.258455697,,▇▁▁▁▃,%14.0g
panadol,Panadol given,numeric,"0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,-9.00E+00,1.00E+00,-6.447699971,4.359411428,,▇▁▁▁▃,%14.0g
other,Other med given,numeric,"0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,-9.00E+00,1.00E+00,-6.701728684,3.927764926,,▇▁▁▁▃,%14.0g
descothermed,Other medication,character,,0,1,273,5950,0,,31,,,0,,%31s
referred,Was participant referred for additional care?,numeric,"0. No,
1. Yes",5950,0.63246649,,,-9.00E+00,0.00E+00,1.00E+00,-2.628870007,4.102630744,,▃▁▁▁▇,%14.0g
whyreferred,Why referred,character,,0,1,76,5950,0,,80,,,0,,%80s
age2to4,Whether 2-4 years of age,numeric,"0. Not 2-4 years of age,
1. 2-4 years of age",0,1,,,0.00E+00,0.00E+00,1.00E+00,0.141330533,0.348372947,,▇▁▁▁▁,%20.0g
age2to4consented,Age 2-4 years and consented for clinical survey,numeric,,0,1,,,0.00E+00,0.00E+00,1.00E+00,0.129285317,0.335525823,,▇▁▁▁▁,%9.0g
hemocue,Hemocue testing,numeric,"-9. Skipped or N/A,
-7. Don't know,
1. Tested,
2. Not enough blood drawn,
3. Test Failed",5950,0.63246649,,,-9.00E+00,-9.00E+00,3.00E+01,-6.64478953,4.39779531,,▇▂▁▁▁,%22.0g
hbdone,Hemoglobin measured,numeric,"0. No,
1. Yes",5950,0.63246649,,,0.00E+00,0.00E+00,1.00E+00,0.224924309,0.417552862,,▇▁▁▁▂,%9.0g
hemoglobin,hemoglobin level in gm/dL,numeric,,13885,0.142318858,,,1.30E+00,1.10E+01,1.90E+01,11.32508681,1.37231324,,▁▁▇▅▁,%9.0g
anemia11,Anemia defined as Hb < 11,numeric,"0. No,
1. Yes",13886,0.142257088,,,0.00E+00,0.00E+00,1.00E+00,0.370820669,0.483129437,,▇▁▁▁▅,%9.0g
anemia10,Anemia defined as Hb < 10,numeric,"0. No,
1. Yes",13886,0.142257088,,,0.00E+00,0.00E+00,1.00E+00,0.128962223,0.335230913,,▇▁▁▁▁,%9.0g
anemia8,Anemia defined as Hb < 8,numeric,"0. No,
1. Yes",13886,0.142257088,,,0.00E+00,0.00E+00,1.00E+00,0.016500217,0.127416676,,▇▁▁▁▁,%9.0g
stoptime,End time of interview,character,,0,1,10229,5950,0,,23,,,0,,%23s
BSdone,,numeric,,8948,0.447279017,,,1.00E+00,1.00E+00,1.00E+00,1,0,,▁▁▇▁▁,%9.0g
baselineMI3m,Basline malaria incidence per 1000 PY (3 months pre-intervention),numeric,,0,1,,,8.70E+01,7.00E+02,3.20E+03,764.4251035,519.1840877,,▇▆▁▁▁,%9.0g
