name,label,data_type,value_labels,n_missing,complete_rate,n_unique,empty,min,median,max,mean,sd,whitespace,hist,format.stata
bicycle,Bicycle,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.08439281017098,4.12930948656067,,▃▁▁▁▇,%17.0g
scooter,Motorcycle or motor scooter,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.25142481367821,4.01991904402624,,▃▁▁▁▇,%17.0g
car,Car or truck,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.33910565541429,3.96046023114817,,▃▁▁▁▇,%17.0g
mboat,Boat with a motor,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.34655852696185,3.9531095880626,,▃▁▁▁▇,%17.0g
nomboat,Boat without a motor,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.34699693117054,3.95279379544282,,▃▁▁▁▇,%17.0g
bankacco,Bank account,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.2437527400263,4.02712102906559,,▃▁▁▁▇,%17.0g
internet,Device to access internet,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.2426567295046,4.02743221681044,,▃▁▁▁▇,%17.0g
device,Type of device,character,,0,1,8,0,1,,7,,,0,,%9s
anydevice,Any device to access internet,numeric,,0,1,,, 0.0e+00, 0.0e+00, 1.0e+00,0.106532222709338,0.308551417345744,,▇▁▁▁▁,%9.0g
deviceCOL,Type of device used to access the internet collapsed,numeric,"1. Smartphone only,
2. Computer or tablet",4076,0.106532222709338,,, 1.0e+00, 1.0e+00, 2.0e+00,1.02674897119342,0.161515141637931,,▇▁▁▁▁,%18.0g
smartphone,Smartphone,numeric,"0. No,
1. Yes",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-7.93533537921965,3.08371552759579,,▇▁▁▁▁,%17.0g
tablet,Tablet,numeric,"0. No,
1. Yes",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-8.03967558088558,2.78167881999904,,▇▁▁▁▁,%17.0g
laptop,Laptop,numeric,"0. No,
1. Yes",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-8.03945637878125,2.78235182177281,,▇▁▁▁▁,%17.0g
desktop,Desktop,numeric,"0. No,
1. Yes",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-8.04099079351162,2.77763702167234,,▇▁▁▁▁,%17.0g
numaland,Acres of land,numeric,"-8. Refused to answer,
-7. Don't know",0,1,,,-9.0e+00, 1.0e+00, 1.6e+02,-0.555995177480868,7.03906510275679,,▇▁▁▁▁,%17.0g
numalandCOL,Acres of land owned collapsed,numeric,"-7. Unknown,
1. None,
2. <=1,
3. >1-3,
4. >=4",1196,0.737834283209119,,,-7.0e+00, 3.0e+00, 4.0e+00,2.51069518716578,1.14285882426603,,▁▁▁▂▇,%9.0g
numalanddich,Acres of land owned dichotomized,numeric,"0. <=1 acre or none,
1. >1 acre",1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 1.0e+00,0.532028469750891,0.499047126819678,,▇▁▁▁▇,%16.0g
dmarkt,Distance to market,numeric,"-8. Refused to answer,
-7. Don't know",0,1,,,-9.0e+00, 5.0e-01, 6.0e+02,-0.156034633147368,23.989201031653,,▇▁▁▁▁,%17.0g
dmarktCOL,Distance to nearest market dichotomized,numeric,"-7. Unknown,
0. 3 or more km,
1. Less than 3 km",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-1.73783428320912,4.36371119584311,,▃▁▁▁▇,%14.0g
hhmeals,meals per day,numeric,-8. Refused to answer,0,1,,,-9.0e+00, 2.0e+00, 4.0e+00,-0.634151687856197,5.00296774821064,,▃▁▁▁▇,%17.0g
hhmealscat,Number of meals per day,numeric,"1. 1,
2. 2,
3. 3 or more,
4. Missing",0,1,,,-9.0e+00, 2.0e+00, 4.0e+00,-0.630863656291087,4.9998985825539,,▃▁▁▁▇,%9.0g
hhnumt,Days HH ate meat,numeric,-8. Refused to answer,0,1,,,-9.0e+00, 0.0e+00, 7.0e+00,-1.80732135028497,4.35946818199662,,▆▁▇▇▁,%17.0g
hhnumtCOL,Whether or not they ate meat in the last week,numeric,"0. Did not eat meat in the last week,
1. Ate meat in the last week",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-1.98728627794827,4.19606268198667,,▃▁▁▁▇,%33.0g
hhnumtcat,Number of days eating meat in the past week,numeric,"-8. Refused to answer,
0. None,
1. 1,
2. 2,
3. 3 or more",1190,0.73914949583516,,,-8.0e+00, 0.0e+00, 3.0e+00,0.70373665480427,0.907307902111787,,▁▁▁▇▇,%17.0g
hhpsf,Hiw often fail to satisfy hh needs,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
1. never,
2. seldom,
3. sometimes,
4. often,
5. always",0,1,,,-9.0e+00, 2.0e+00, 5.0e+00,-0.45221394125384,5.1714749517674,,▅▁▁▅▇,%17.0g
hhpsfCOL,How often fails to satisfy HH food needs collapsed,numeric,"0. always/often,
1. seldom/sometimes,
2. never",0,1,,,-9.0e+00, 1.0e+00, 2.0e+00,-1.53112669881631,4.46944068355839,,▃▁▁▁▇,%16.0g
dhfcty,Nearest health facility,numeric,"-8. Refused to answer,
-7. Don't know",0,1,,,-9.0e+00, 5.0e-01, 1.0e+02,-1.4199627345948,5.28955598957441,,▇▁▁▁▁,%17.0g
dhfctycat,Distance to nearest health facility categories,numeric,"0. < 1 km,
1. 1-<2 km,
2. 2-<3 km,
3. 3 or more km,
4. Missing",0,1,,, 0.0e+00, 1.0e+00, 4.0e+00,1.7306006137659,1.59022365076196,,▇▆▃▂▇,%12.0g
mthfcty,How would you go to health facility,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
1. car/motorcycle,
2. public transport(bus,taxi),
3. animal/animal cart,
4. walking,
5. bicycle,
7. boat,
96. other",0,1,,,-9.0e+00, 4.0e+00, 5.0e+00,0.493204734765459,5.68920804810292,,▃▁▁▁▇,%26.0g
mthfctyCOL,Mode of transportation to health facililty collapsed,numeric,"0. Walking,
1. Other",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.23038141166156,4.03424469566371,,▃▁▁▁▇,%9.0g
othermth,other means,character,,0,1,2,0,2,,9,,,0,,%9s
ahwker,Community health worker present,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-2.00767207365191,4.44550258106954,,▃▁▁▁▇,%17.0g
amchwker,CHW has malaria medicines,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-3.1525646646208,4.19063946294622,,▅▁▁▁▇,%17.0g
pspray,Asked permission to spray,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.31850065760632,4.01160940093117,,▃▁▁▁▇,%17.0g
gpspray,Granted permission to spray,numeric,"0. No,
1. Yes",0,1,,, 0.0e+00, 0.0e+00, 1.0e+00,0.0666374397194247,0.249420384142367,,▇▁▁▁▁,%17.0g
rgspray,Reason permission to spray not granted,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
1. had a sick person/baby,
2. spraying not effective against mosquitoes,
3. spraying chemicals are harmful,
4. someone in the house was pregnant,
96. other",0,1,,,-9.0e+00,-9.0e+00, 9.6e+01,-8.13875493204735,8.82124322149728,,▇▁▁▁▁,%41.0g
otherrgs,Other reasons spraying not permitted,character,,0,1,13,0,1,,21,,,0,,%21s
tspray,last sprayed-months,numeric,-8. Refused to answer,0,1,,,-9.0e+00,-9.0e+00, 1.2e+01,-8.28123629986851,2.7013185825573,,▇▁▁▁▁,%17.0g
spraysponsor,Who sponsored the spraying of the interior walls of your dwelling against mosqui,numeric,"-8. Refused to answer,
-7. Don't know,
1. Government,
2. NGO,
3. Personal Initiative,
4. Other",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-8.33362560280578,2.4942038414236,,▇▁▁▁▁,%19.0g
sprayspoother,Specify other sponsor for the spraying of the interior walls of your dwelling ag,numeric,,0,1,,,-9.0e+00,-9.0e+00,-9.0e+00,-9,0,,▁▁▇▁▁,%8.0g
receivenet,Nets recieved during last UCC,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-1.71416045594038,4.34197213742972,,▃▁▁▁▇,%17.0g
manynet,How many nets did you recieve from the UCC,numeric,,0,1,,,-9.0e+00, 2.0e+00, 1.5e+01,-1.58132398071022,5.69333087046647,,▅▁▇▁▁,%8.0g
manynetCOL,Net recieved from last UCC collapsed,numeric,"0. 0,
1. 1,
2. 2,
3. 3,
4. 4 or more",1193,0.738491889522139,,, 0.0e+00, 2.0e+00, 4.0e+00,2.1742356782428,1.26982189364844,,▃▃▇▆▅,%9.0g
manynow,How many nets do you still have from the UCC,numeric,,0,1,,,-9.0e+00, 1.0e+00, 1.4e+01,-2.13327487943883,5.28161063000953,,▆▂▇▁▁,%8.0g
manynowCOL,Net still have from last UCC collapsed,numeric,"0. 0,
1. 1,
2. 2,
3. 3,
4. 4 or more",1192,0.73871109162648,,, 0.0e+00, 1.0e+00, 4.0e+00,1.49584569732938,1.22340413307685,,▇▇▇▅▂,%9.0g
nettype,What type of UCC nets did you recieve,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
0. No nets recieved,
1. Royal Guard,
2. Permanet 3.0,
3. Other",1190,0.73914949583516,,,-8.0e+00, 1.0e+00, 3.0e+00,1.30575326215896,0.835607802440762,,▁▁▁▁▇,%17.0g
othernet,Other net type recieved,character,,0,1,4,0,2,,15,,,0,,%15s
neteduc,Did you recieve any net education,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-2.70100832967997,4.77432325504578,,▅▁▁▁▇,%17.0g
whynonet,Why did you not recieved nets from UCC,numeric,"-9. Missing,
-8. Refused to answer,
-7. Don't know,
1. No nets delivered to home,
2. Did not go to collect nets,
3. Never told to collect nets,
4. Told HH did not need nets,
5. Away when nets distributed,
6. Local leaders refused to accept nets,
7. Given to a child to take to boarding school,
8. Other,
9. No national ID card,
10. Nets had run out,
11. Problems with ID/registration",0,1,,,-9.0e+00,-9.0e+00, 1.1e+01,-7.52652345462516,4.55691409308331,,▇▁▁▁▁,%54.0g
whyother,Other reasons UCC nets not recieved,character,,0,1,7,0,2,,44,,,0,,%44s
havenets,Do you have any bednets in the house?,numeric,"0. No nets,
1. At least 1 net",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-1.74177992108725,4.32493564698823,,▃▁▁▁▇,%14.0g
nnets,Number of bednets in the house per household survey,numeric,,0,1,,,-9.0e+00, 1.0e+00, 1.6e+01,-0.966900482244621,4.93603020714385,,▅▆▇▁▁,%8.0g
totalnet,Number of bednets per household,numeric,,1190,0.73914949583516,,, 0.0e+00, 2.0e+00, 1.6e+01,1.87010676156583,1.46299217952242,,▇▁▁▁▁,%9.0g
totalnetcat,Bednets in the house categories,numeric,"0. 0,
1. 1,
2. 2,
3. 3,
4. 4 or more",1190,0.73914949583516,,, 0.0e+00, 2.0e+00, 4.0e+00,1.79181494661922,1.24198457618819,,▅▆▇▅▃,%9.0g
totalLLIN,Number of any type of LLIN per household,numeric,,1190,0.73914949583516,,, 0.0e+00, 2.0e+00, 1.5e+01,1.83333333333333,1.4463954248774,,▇▁▁▁▁,%9.0g
totalLLINcat,LLINs in the house categories,numeric,"0. 0,
1. 1,
2. 2,
3. 3,
4. 4 or more",1190,0.73914949583516,,, 0.0e+00, 2.0e+00, 4.0e+00,1.75978647686833,1.23762663250202,,▅▇▇▅▃,%9.0g
totalPermaNet,Number of PermaNet 3.0 LLINs per household,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.4e+01,0.967674970344012,1.3011959188656,,▇▁▁▁▁,%9.0g
totalPermaNetcat,PermaNet nets in the house categories,numeric,"0. 0,
1. 1,
2. 2,
3. 3,
4. 4 or more",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 4.0e+00,0.940391459074734,1.19439741807705,,▇▂▂▁▁,%9.0g
totalRoyalGuard,Number of Royal Guard LLINs per household,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+01,0.718268090154212,1.19232623587581,,▇▁▁▁▁,%9.0g
totalRoyalGuardcat,RoyalGuard nets in the house categories,numeric,"0. 0,
1. 1,
2. 2,
3. 3,
4. 4 or more",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 4.0e+00,0.701067615658364,1.1234503360384,,▇▂▂▁▁,%9.0g
ANYnetdich,Whether household has any bednets,numeric,"0. No bednets,
1. At least 1 bednet",1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 1.0e+00,0.819691577698694,0.384501155918458,,▂▁▁▁▇,%17.0g
ANYLLINdich,Whether household has any LLINs,numeric,"0. No LLINs,
1. At least 1 LLIN",1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 1.0e+00,0.812277580071174,0.390548264185454,,▂▁▁▁▇,%15.0g
ANYPNdich,Whether household has any PermaNet 3.0 LLINs,numeric,"0. No PermaNet 3.0,
1. At least 1 PermaNet 3.0",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+00,0.471233689205219,0.4992458471101,,▇▁▁▁▇,%23.0g
ANYRGdich,Whether household has any Royal Guard LLINs,numeric,"0. No Royal Guard,
1. At least 1 Royal Guard",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+00,0.344899169632266,0.475405887792971,,▇▁▁▁▅,%22.0g
NETSPERPERSON,Number of bednets per household member,numeric,,1190,0.73914949583516,,, 0.0e+00, 4.0e-01, 4.0e+00,0.40012057325753,0.298952469642602,,▇▁▁▁▁,%9.0g
LLINSPERPERSON,Number of LLINs per household member,numeric,,1190,0.73914949583516,,, 0.0e+00, 3.8e-01, 4.0e+00,0.392169141766315,0.298127105611472,,▇▁▁▁▁,%9.0g
PNPERPERSON,Number of PermaNet 3.0 per household member,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 3.0e+00,0.211029655475739,0.279990397998539,,▇▁▁▁▁,%9.0g
RGPERPERSON,Number of Royal Guard per household member,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 4.0e+00,0.152054942746604,0.259520993748051,,▇▁▁▁▁,%9.0g
ADEQUATENETS,Whether at least 1 bednet per 2 persons,numeric,"0. No,
1. Yes",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+00,0.412218268090153,0.492307062363647,,▇▁▁▁▆,%9.0g
ADEQUATELLINS,Whether at least 1 LLIN per 2 persons,numeric,"0. No,
1. Yes",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+00,0.398873072360618,0.489739188507813,,▇▁▁▁▅,%9.0g
ADEQUATEPN,Whether at least 1 PermaNet 3.0 per 2 persons,numeric,"0. No,
1. Yes",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+00,0.206405693950178,0.404785097409411,,▇▁▁▁▂,%9.0g
ADEQUATERG,Whether at least 1 Royal Guard per 2 persons,numeric,"0. No,
1. Yes",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+00,0.135527876631079,0.342337299419161,,▇▁▁▁▁,%9.0g
totvisit,number of visits to hh,numeric,,0,1,,, 1.0e+00, 1.0e+00, 3.0e+00,1.49276633055677,0.720584260877505,,▇▁▃▁▂,%8.0g
sw_ver,Software Version,character,,0,1,10,0,23,,23,,,0,,%23s
stoptime,End time of interview,character,,0,1,4560,0,23,,23,,,0,,%23s
mrctype,Residents eligible for clinical surveys,numeric,"0. Focussed,
1. Expanded",0,1,,, 0.0e+00, 0.0e+00, 0.0e+00,0,0,,▁▁▇▁▁,%9.0g
wealthindex1,Weath index using Katie's PCA model,numeric,,1190,0.73914949583516,,,-7.1e+00,-4.4e-01, 7.3e+00,0.000210985811608497,2.18760172293296,,▁▅▇▂▁,%9.0g
wealthcat3,Wealth categories in tertiles,numeric,"1. poorest,
2. middle,
3. least poor",1190,0.73914949583516,,, 1.0e+00, 2.0e+00, 3.0e+00,1.99051008303677,0.811460538824036,,▇▁▇▁▇,%10.0g
wealthcat5,Wealth categories in quantiles,numeric,,1190,0.73914949583516,,, 1.0e+00, 3.0e+00, 5.0e+00,2.99466192170819,1.41755572327656,,▇▇▇▇▇,%8.0g
